time,mpa,kd,n,year,month,doy
2003-01-01T00:00:00Z,Turneffe Atoll,0.041,12,2003,1,1
2003-01-01T00:00:00Z,South Water Caye,0.106,1,2003,1,1
2003-01-01T00:00:00Z,Emily or Caye Glory,0.036,1,2003,1,1
2003-01-01T00:00:00Z,Halfmoon Caye,0.031,1,2003,1,1
2003-01-08T00:00:00Z,Hol Chan,0.052,1,2003,1,8
2003-01-08T00:00:00Z,Turneffe Atoll,0.048,27,2003,1,8
2003-01-08T00:00:00Z,Caye Caulker,0.054,1,2003,1,8
2003-01-08T00:00:00Z,Emily or Caye Glory,0.052,1,2003,1,8
2003-01-08T00:00:00Z,Caye Bokel Turneffe Atoll,0.049,1,2003,1,8
2003-01-08T00:00:00Z,Maugre Caye Turneffe Atoll,0.044,1,2003,1,8
2003-01-08T00:00:00Z,Corozal Bay,1.308,4,2003,1,8
2003-01-08T00:00:00Z,Swallow Caye,0.199,2,2003,1,8
2003-01-09T00:00:00Z,Port Honduras,0.084,3,2003,1,9
2003-01-09T00:00:00Z,Hol Chan,0.048,1,2003,1,9
2003-01-09T00:00:00Z,Turneffe Atoll,0.055,4,2003,1,9
2003-01-09T00:00:00Z,Caye Caulker,0.045,1,2003,1,9
2003-01-09T00:00:00Z,Rocky Point Ambergris Caye,0.045,1,2003,1,9
2003-01-10T00:00:00Z,Sapodilla Cayes Marine Reserve,0.069,1,2003,1,10
2003-01-10T00:00:00Z,Port Honduras,0.086,12,2003,1,10
2003-01-10T00:00:00Z,Gladden Spit and Silk Cayes,0.065,1,2003,1,10
2003-01-10T00:00:00Z,Turneffe Atoll,0.046,36,2003,1,10
2003-01-10T00:00:00Z,Caye Caulker,0.043,1,2003,1,10
2003-01-10T00:00:00Z,Gladden Spit,0.076,1,2003,1,10
2003-01-10T00:00:00Z,Northern Glover's Reef,0.098,1,2003,1,10
2003-01-10T00:00:00Z,Caye Bokel Turneffe Atoll,0.047,1,2003,1,10
2003-01-10T00:00:00Z,South Point,0.054,1,2003,1,10
2003-01-10T00:00:00Z,Dog Flea Caye Turneffe Atoll,0.043,1,2003,1,10
2003-01-10T00:00:00Z,Maugre Caye Turneffe Atoll,0.045,1,2003,1,10
2003-01-10T00:00:00Z,Laughing Bird Caye,0.079,1,2003,1,10
2003-01-10T00:00:00Z,Halfmoon Caye,0.042,1,2003,1,10
2003-01-10T00:00:00Z,Blue Hole,0.055,1,2003,1,10
2003-01-10T00:00:00Z,Corozal Bay,0.271,6,2003,1,10
2003-01-12T00:00:00Z,Hol Chan,0.053,1,2003,1,12
2003-01-12T00:00:00Z,Bacalar Chico,0.039,1,2003,1,12
2003-01-12T00:00:00Z,Turneffe Atoll,0.042,14,2003,1,12
2003-01-12T00:00:00Z,Northern Glover's Reef,0.043,1,2003,1,12
2003-01-12T00:00:00Z,Rocky Point Ambergris Caye,0.039,1,2003,1,12
2003-01-12T00:00:00Z,Corozal Bay,0.71,5,2003,1,12
2003-01-12T00:00:00Z,Swallow Caye,0.158,2,2003,1,12
2003-01-16T00:00:00Z,Gladden Spit,0.046,1,2003,1,16
2003-01-19T00:00:00Z,Bacalar Chico,0.05,1,2003,1,19
2003-01-19T00:00:00Z,Gladden Spit,0.051,1,2003,1,19
2003-01-19T00:00:00Z,Rocky Point Ambergris Caye,0.048,1,2003,1,19
2003-01-21T00:00:00Z,Hol Chan,0.049,1,2003,1,21
2003-01-21T00:00:00Z,Turneffe Atoll,0.048,51,2003,1,21
2003-01-21T00:00:00Z,Caye Caulker,0.047,1,2003,1,21
2003-01-21T00:00:00Z,Rocky Point Ambergris Caye,0.04,1,2003,1,21
2003-01-21T00:00:00Z,South Point,0.045,1,2003,1,21
2003-01-21T00:00:00Z,Sandbore,0.047,1,2003,1,21
2003-01-21T00:00:00Z,Dog Flea Caye Turneffe Atoll,0.047,1,2003,1,21
2003-01-21T00:00:00Z,Maugre Caye Turneffe Atoll,0.045,1,2003,1,21
2003-01-21T00:00:00Z,Northern Two Cayes,0.046,1,2003,1,21
2003-01-21T00:00:00Z,Halfmoon Caye,0.044,1,2003,1,21
2003-01-21T00:00:00Z,Blue Hole,0.048,1,2003,1,21
2003-01-21T00:00:00Z,Corozal Bay,0.536,9,2003,1,21
2003-01-21T00:00:00Z,Swallow Caye,0.163,2,2003,1,21
2003-01-22T00:00:00Z,Sapodilla Cayes Marine Reserve,0.062,1,2003,1,22
2003-01-22T00:00:00Z,Port Honduras,0.072,2,2003,1,22
2003-01-23T00:00:00Z,Hol Chan,0.045,1,2003,1,23
2003-01-23T00:00:00Z,Turneffe Atoll,0.036,2,2003,1,23
2003-01-23T00:00:00Z,South Point,0.037,1,2003,1,23
2003-01-23T00:00:00Z,Northern Two Cayes,0.039,1,2003,1,23
2003-01-23T00:00:00Z,Corozal Bay,0.37,7,2003,1,23
2003-01-25T00:00:00Z,Laughing Bird Caye,0.081,1,2003,1,25
2003-01-26T00:00:00Z,Corozal Bay,0.38,4,2003,1,26
2003-01-26T00:00:00Z,Swallow Caye,0.151,1,2003,1,26
2003-01-28T00:00:00Z,Port Honduras,0.102,12,2003,1,28
2003-01-28T00:00:00Z,Turneffe Atoll,0.044,14,2003,1,28
2003-01-28T00:00:00Z,Northern Glover's Reef,0.041,1,2003,1,28
2003-01-28T00:00:00Z,Emily or Caye Glory,0.046,1,2003,1,28
2003-01-28T00:00:00Z,Caye Bokel Turneffe Atoll,0.045,1,2003,1,28
2003-02-04T00:00:00Z,Sapodilla Cayes Marine Reserve,0.073,1,2003,2,35
2003-02-04T00:00:00Z,Port Honduras,0.106,18,2003,2,35
2003-02-04T00:00:00Z,Gladden Spit and Silk Cayes,0.12,1,2003,2,35
2003-02-04T00:00:00Z,Glover's Reef,0.043,1,2003,2,35
2003-02-04T00:00:00Z,Turneffe Atoll,0.042,6,2003,2,35
2003-02-04T00:00:00Z,Caye Caulker,0.043,1,2003,2,35
2003-02-04T00:00:00Z,Gladden Spit,0.062,1,2003,2,35
2003-02-04T00:00:00Z,Northern Glover's Reef,0.04,1,2003,2,35
2003-02-04T00:00:00Z,Emily or Caye Glory,0.041,1,2003,2,35
2003-02-04T00:00:00Z,Sandbore,0.041,1,2003,2,35
2003-02-04T00:00:00Z,Northern Two Cayes,0.044,1,2003,2,35
2003-02-04T00:00:00Z,Laughing Bird Caye,0.088,1,2003,2,35
2003-02-04T00:00:00Z,Halfmoon Caye,0.041,1,2003,2,35
2003-02-04T00:00:00Z,Corozal Bay,0.485,11,2003,2,35
2003-02-06T00:00:00Z,Sapodilla Cayes Marine Reserve,0.07,1,2003,2,37
2003-02-06T00:00:00Z,Port Honduras,0.089,18,2003,2,37
2003-02-06T00:00:00Z,Hol Chan,0.032,1,2003,2,37
2003-02-06T00:00:00Z,Gladden Spit and Silk Cayes,0.073,1,2003,2,37
2003-02-06T00:00:00Z,Bacalar Chico,0.03,1,2003,2,37
2003-02-06T00:00:00Z,Glover's Reef,0.032,1,2003,2,37
2003-02-06T00:00:00Z,Turneffe Atoll,0.031,31,2003,2,37
2003-02-06T00:00:00Z,South Water Caye,0.075,1,2003,2,37
2003-02-06T00:00:00Z,Gladden Spit,0.035,1,2003,2,37
2003-02-06T00:00:00Z,Northern Glover's Reef,0.034,1,2003,2,37
2003-02-06T00:00:00Z,Emily or Caye Glory,0.032,1,2003,2,37
2003-02-06T00:00:00Z,Rocky Point Ambergris Caye,0.03,1,2003,2,37
2003-02-06T00:00:00Z,Caye Bokel Turneffe Atoll,0.034,1,2003,2,37
2003-02-06T00:00:00Z,South Point,0.034,1,2003,2,37
2003-02-06T00:00:00Z,Sandbore,0.033,1,2003,2,37
2003-02-06T00:00:00Z,Dog Flea Caye Turneffe Atoll,0.031,1,2003,2,37
2003-02-06T00:00:00Z,Maugre Caye Turneffe Atoll,0.031,1,2003,2,37
2003-02-06T00:00:00Z,Northern Two Cayes,0.034,1,2003,2,37
2003-02-06T00:00:00Z,Laughing Bird Caye,0.086,1,2003,2,37
2003-02-06T00:00:00Z,Halfmoon Caye,0.034,1,2003,2,37
2003-02-06T00:00:00Z,Blue Hole,0.036,1,2003,2,37
2003-02-06T00:00:00Z,Swallow Caye,0.145,1,2003,2,37
2003-02-07T00:00:00Z,Sapodilla Cayes Marine Reserve,0.066,1,2003,2,38
2003-02-07T00:00:00Z,Port Honduras,0.067,9,2003,2,38
2003-02-07T00:00:00Z,Turneffe Atoll,0.038,8,2003,2,38
2003-02-07T00:00:00Z,Caye Bokel Turneffe Atoll,0.036,1,2003,2,38
2003-02-07T00:00:00Z,South Point,0.037,1,2003,2,38
2003-02-07T00:00:00Z,Maugre Caye Turneffe Atoll,0.039,1,2003,2,38
2003-02-07T00:00:00Z,Laughing Bird Caye,0.069,1,2003,2,38
2003-02-08T00:00:00Z,Sapodilla Cayes Marine Reserve,0.061,1,2003,2,39
2003-02-08T00:00:00Z,Port Honduras,0.067,13,2003,2,39
2003-02-08T00:00:00Z,Gladden Spit and Silk Cayes,0.069,1,2003,2,39
2003-02-08T00:00:00Z,Glover's Reef,0.031,1,2003,2,39
2003-02-08T00:00:00Z,Turneffe Atoll,0.033,8,2003,2,39
2003-02-08T00:00:00Z,Caye Caulker,0.032,1,2003,2,39
2003-02-08T00:00:00Z,Gladden Spit,0.061,1,2003,2,39
2003-02-08T00:00:00Z,Northern Glover's Reef,0.034,1,2003,2,39
2003-02-08T00:00:00Z,Rocky Point Ambergris Caye,0.031,1,2003,2,39
2003-02-08T00:00:00Z,Northern Two Cayes,0.032,1,2003,2,39
2003-02-08T00:00:00Z,Laughing Bird Caye,0.073,1,2003,2,39
2003-02-08T00:00:00Z,Halfmoon Caye,0.033,1,2003,2,39
2003-02-08T00:00:00Z,Corozal Bay,0.359,7,2003,2,39
2003-02-09T00:00:00Z,Sapodilla Cayes Marine Reserve,0.068,1,2003,2,40
2003-02-09T00:00:00Z,Port Honduras,0.072,15,2003,2,40
2003-02-09T00:00:00Z,Glover's Reef,0.035,1,2003,2,40
2003-02-09T00:00:00Z,Turneffe Atoll,0.033,1,2003,2,40
2003-02-09T00:00:00Z,Northern Glover's Reef,0.035,1,2003,2,40
2003-02-09T00:00:00Z,South Point,0.033,1,2003,2,40
2003-02-09T00:00:00Z,Laughing Bird Caye,0.068,1,2003,2,40
2003-02-09T00:00:00Z,Halfmoon Caye,0.03,1,2003,2,40
2003-02-09T00:00:00Z,Corozal Bay,0.476,6,2003,2,40
2003-02-10T00:00:00Z,Sapodilla Cayes Marine Reserve,0.057,1,2003,2,41
2003-02-10T00:00:00Z,Port Honduras,0.069,6,2003,2,41
2003-02-10T00:00:00Z,Turneffe Atoll,0.032,2,2003,2,41
2003-02-10T00:00:00Z,Rocky Point Ambergris Caye,0.033,1,2003,2,41
2003-02-10T00:00:00Z,South Point,0.039,1,2003,2,41
2003-02-10T00:00:00Z,Sandbore,0.038,1,2003,2,41
2003-02-10T00:00:00Z,Maugre Caye Turneffe Atoll,0.03,1,2003,2,41
2003-02-10T00:00:00Z,Northern Two Cayes,0.041,1,2003,2,41
2003-02-10T00:00:00Z,Blue Hole,0.039,1,2003,2,41
2003-02-10T00:00:00Z,Corozal Bay,0.38,3,2003,2,41
2003-02-11T00:00:00Z,Sapodilla Cayes Marine Reserve,0.056,1,2003,2,42
2003-02-11T00:00:00Z,Glover's Reef,0.045,1,2003,2,42
2003-02-11T00:00:00Z,Turneffe Atoll,0.034,16,2003,2,42
2003-02-11T00:00:00Z,Gladden Spit,0.054,1,2003,2,42
2003-02-11T00:00:00Z,Northern Glover's Reef,0.038,1,2003,2,42
2003-02-11T00:00:00Z,South Point,0.033,1,2003,2,42
2003-02-11T00:00:00Z,Halfmoon Caye,0.037,1,2003,2,42
2003-02-11T00:00:00Z,Corozal Bay,0.392,7,2003,2,42
2003-02-13T00:00:00Z,Glover's Reef,0.044,1,2003,2,44
2003-02-13T00:00:00Z,Turneffe Atoll,0.037,16,2003,2,44
2003-02-13T00:00:00Z,Caye Caulker,0.03,1,2003,2,44
2003-02-13T00:00:00Z,Gladden Spit,0.051,1,2003,2,44
2003-02-13T00:00:00Z,Emily or Caye Glory,0.046,1,2003,2,44
2003-02-13T00:00:00Z,Caye Bokel Turneffe Atoll,0.042,1,2003,2,44
2003-02-13T00:00:00Z,South Point,0.039,1,2003,2,44
2003-02-13T00:00:00Z,Halfmoon Caye,0.037,1,2003,2,44
2003-02-15T00:00:00Z,Sapodilla Cayes Marine Reserve,0.066,1,2003,2,46
2003-02-15T00:00:00Z,Port Honduras,0.074,14,2003,2,46
2003-02-15T00:00:00Z,Gladden Spit and Silk Cayes,0.057,1,2003,2,46
2003-02-15T00:00:00Z,Glover's Reef,0.042,1,2003,2,46
2003-02-15T00:00:00Z,South Water Caye,0.07,1,2003,2,46
2003-02-15T00:00:00Z,Gladden Spit,0.049,1,2003,2,46
2003-02-15T00:00:00Z,Laughing Bird Caye,0.063,1,2003,2,46
2003-02-16T00:00:00Z,Sapodilla Cayes Marine Reserve,0.068,1,2003,2,47
2003-02-16T00:00:00Z,Port Honduras,0.071,12,2003,2,47
2003-02-16T00:00:00Z,Gladden Spit and Silk Cayes,0.054,1,2003,2,47
2003-02-16T00:00:00Z,Glover's Reef,0.041,1,2003,2,47
2003-02-16T00:00:00Z,Gladden Spit,0.044,1,2003,2,47
2003-02-16T00:00:00Z,South Point,0.03,1,2003,2,47
2003-02-16T00:00:00Z,Laughing Bird Caye,0.066,1,2003,2,47
2003-02-16T00:00:00Z,Halfmoon Caye,0.034,1,2003,2,47
2003-02-17T00:00:00Z,Hol Chan,0.039,1,2003,2,48
2003-02-17T00:00:00Z,Gladden Spit and Silk Cayes,0.077,1,2003,2,48
2003-02-17T00:00:00Z,Turneffe Atoll,0.047,3,2003,2,48
2003-02-17T00:00:00Z,Caye Caulker,0.038,1,2003,2,48
2003-02-17T00:00:00Z,Gladden Spit,0.049,1,2003,2,48
2003-02-17T00:00:00Z,Laughing Bird Caye,0.062,1,2003,2,48
2003-02-19T00:00:00Z,Northern Glover's Reef,0.055,1,2003,2,50
2003-02-19T00:00:00Z,South Point,0.042,1,2003,2,50
2003-02-19T00:00:00Z,Halfmoon Caye,0.039,1,2003,2,50
2003-02-20T00:00:00Z,Sapodilla Cayes Marine Reserve,0.053,1,2003,2,51
2003-02-20T00:00:00Z,Port Honduras,0.088,17,2003,2,51
2003-02-20T00:00:00Z,Hol Chan,0.038,1,2003,2,51
2003-02-20T00:00:00Z,Gladden Spit and Silk Cayes,0.089,1,2003,2,51
2003-02-20T00:00:00Z,Bacalar Chico,0.035,1,2003,2,51
2003-02-20T00:00:00Z,Glover's Reef,0.042,1,2003,2,51
2003-02-20T00:00:00Z,Turneffe Atoll,0.036,18,2003,2,51
2003-02-20T00:00:00Z,Caye Caulker,0.035,1,2003,2,51
2003-02-20T00:00:00Z,Gladden Spit,0.045,1,2003,2,51
2003-02-20T00:00:00Z,Northern Glover's Reef,0.036,1,2003,2,51
2003-02-20T00:00:00Z,Emily or Caye Glory,0.037,1,2003,2,51
2003-02-20T00:00:00Z,Rocky Point Ambergris Caye,0.035,1,2003,2,51
2003-02-20T00:00:00Z,Caye Bokel Turneffe Atoll,0.036,1,2003,2,51
2003-02-20T00:00:00Z,South Point,0.037,1,2003,2,51
2003-02-20T00:00:00Z,Laughing Bird Caye,0.068,1,2003,2,51
2003-02-20T00:00:00Z,Halfmoon Caye,0.036,1,2003,2,51
2003-02-20T00:00:00Z,Blue Hole,0.033,1,2003,2,51
2003-02-20T00:00:00Z,Corozal Bay,0.299,6,2003,2,51
2003-02-22T00:00:00Z,Sapodilla Cayes Marine Reserve,0.058,1,2003,2,53
2003-02-22T00:00:00Z,Gladden Spit and Silk Cayes,0.065,1,2003,2,53
2003-02-22T00:00:00Z,Turneffe Atoll,0.021,1,2003,2,53
2003-02-22T00:00:00Z,Gladden Spit,0.026,1,2003,2,53
2003-02-22T00:00:00Z,Laughing Bird Caye,0.051,1,2003,2,53
2003-02-23T00:00:00Z,Port Honduras,0.063,1,2003,2,54
2003-02-24T00:00:00Z,Sapodilla Cayes Marine Reserve,0.055,1,2003,2,55
2003-02-24T00:00:00Z,Port Honduras,0.066,15,2003,2,55
2003-02-24T00:00:00Z,Gladden Spit and Silk Cayes,0.056,1,2003,2,55
2003-02-24T00:00:00Z,South Point,0.055,1,2003,2,55
2003-02-24T00:00:00Z,Laughing Bird Caye,0.065,1,2003,2,55
2003-02-24T00:00:00Z,Halfmoon Caye,0.034,1,2003,2,55
2003-02-25T00:00:00Z,Sapodilla Cayes Marine Reserve,0.052,1,2003,2,56
2003-02-25T00:00:00Z,Port Honduras,0.064,15,2003,2,56
2003-02-25T00:00:00Z,Gladden Spit and Silk Cayes,0.118,1,2003,2,56
2003-02-25T00:00:00Z,Turneffe Atoll,0.03,1,2003,2,56
2003-02-25T00:00:00Z,Gladden Spit,0.116,1,2003,2,56
2003-02-25T00:00:00Z,Halfmoon Caye,0.024,1,2003,2,56
2003-02-26T00:00:00Z,Sapodilla Cayes Marine Reserve,0.055,1,2003,2,57
2003-02-26T00:00:00Z,Port Honduras,0.058,8,2003,2,57
2003-02-26T00:00:00Z,Turneffe Atoll,0.029,15,2003,2,57
2003-02-26T00:00:00Z,Gladden Spit,0.031,1,2003,2,57
2003-02-26T00:00:00Z,Northern Glover's Reef,0.028,1,2003,2,57
2003-02-26T00:00:00Z,Caye Bokel Turneffe Atoll,0.029,1,2003,2,57
2003-02-26T00:00:00Z,South Point,0.03,1,2003,2,57
2003-02-26T00:00:00Z,Sandbore,0.029,1,2003,2,57
2003-02-26T00:00:00Z,Maugre Caye Turneffe Atoll,0.026,1,2003,2,57
2003-02-26T00:00:00Z,Northern Two Cayes,0.029,1,2003,2,57
2003-02-26T00:00:00Z,Laughing Bird Caye,0.069,1,2003,2,57
2003-02-26T00:00:00Z,Halfmoon Caye,0.03,1,2003,2,57
2003-02-27T00:00:00Z,Sapodilla Cayes Marine Reserve,0.07,1,2003,2,58
2003-02-27T00:00:00Z,Port Honduras,0.082,18,2003,2,58
2003-02-27T00:00:00Z,Hol Chan,0.037,1,2003,2,58
2003-02-27T00:00:00Z,Gladden Spit and Silk Cayes,0.097,1,2003,2,58
2003-02-27T00:00:00Z,Glover's Reef,0.03,1,2003,2,58
2003-02-27T00:00:00Z,Turneffe Atoll,0.028,34,2003,2,58
2003-02-27T00:00:00Z,South Water Caye,0.065,1,2003,2,58
2003-02-27T00:00:00Z,Caye Caulker,0.034,1,2003,2,58
2003-02-27T00:00:00Z,Gladden Spit,0.032,1,2003,2,58
2003-02-27T00:00:00Z,Northern Glover's Reef,0.029,1,2003,2,58
2003-02-27T00:00:00Z,Emily or Caye Glory,0.03,1,2003,2,58
2003-02-27T00:00:00Z,Rocky Point Ambergris Caye,0.029,1,2003,2,58
2003-02-27T00:00:00Z,South Point,0.028,1,2003,2,58
2003-02-27T00:00:00Z,Sandbore,0.03,1,2003,2,58
2003-02-27T00:00:00Z,Dog Flea Caye Turneffe Atoll,0.026,1,2003,2,58
2003-02-27T00:00:00Z,Maugre Caye Turneffe Atoll,0.028,1,2003,2,58
2003-02-27T00:00:00Z,Northern Two Cayes,0.031,1,2003,2,58
2003-02-27T00:00:00Z,Laughing Bird Caye,0.063,1,2003,2,58
2003-02-27T00:00:00Z,Halfmoon Caye,0.028,1,2003,2,58
2003-02-27T00:00:00Z,Blue Hole,0.033,1,2003,2,58
2003-02-27T00:00:00Z,Corozal Bay,0.475,3,2003,2,58
2003-02-27T00:00:00Z,Swallow Caye,0.145,2,2003,2,58
2004-01-01T00:00:00Z,Glover's Reef,0.034,1,2004,1,1
2004-01-01T00:00:00Z,Turneffe Atoll,0.033,5,2004,1,1
2004-01-01T00:00:00Z,Northern Glover's Reef,0.034,1,2004,1,1
2004-01-01T00:00:00Z,Emily or Caye Glory,0.036,1,2004,1,1
2004-01-01T00:00:00Z,South Point,0.036,1,2004,1,1
2004-01-01T00:00:00Z,Halfmoon Caye,0.038,1,2004,1,1
2004-01-01T00:00:00Z,Blue Hole,0.05,1,2004,1,1
2004-01-03T00:00:00Z,South Point,0.034,1,2004,1,3
2004-01-03T00:00:00Z,Sandbore,0.035,1,2004,1,3
2004-01-03T00:00:00Z,Halfmoon Caye,0.036,1,2004,1,3
2004-01-03T00:00:00Z,Blue Hole,0.055,1,2004,1,3
2004-01-04T00:00:00Z,Sapodilla Cayes Marine Reserve,0.058,1,2004,1,4
2004-01-04T00:00:00Z,Port Honduras,0.126,18,2004,1,4
2004-01-04T00:00:00Z,Gladden Spit and Silk Cayes,0.068,1,2004,1,4
2004-01-04T00:00:00Z,Glover's Reef,0.034,1,2004,1,4
2004-01-04T00:00:00Z,Turneffe Atoll,0.036,12,2004,1,4
2004-01-04T00:00:00Z,Gladden Spit,0.039,1,2004,1,4
2004-01-04T00:00:00Z,Sandbore,0.036,1,2004,1,4
2004-01-04T00:00:00Z,Dog Flea Caye Turneffe Atoll,0.037,1,2004,1,4
2004-01-04T00:00:00Z,Laughing Bird Caye,0.096,1,2004,1,4
2004-01-04T00:00:00Z,Halfmoon Caye,0.034,1,2004,1,4
2004-01-04T00:00:00Z,Corozal Bay,2.393,8,2004,1,4
2004-01-05T00:00:00Z,Turneffe Atoll,0.035,1,2004,1,5
2004-01-05T00:00:00Z,Northern Glover's Reef,0.037,1,2004,1,5
2004-01-05T00:00:00Z,South Point,0.036,1,2004,1,5
2004-01-06T00:00:00Z,Sapodilla Cayes Marine Reserve,0.055,1,2004,1,6
2004-01-06T00:00:00Z,Port Honduras,0.14,7,2004,1,6
2004-01-06T00:00:00Z,Hol Chan,0.045,1,2004,1,6
2004-01-06T00:00:00Z,Gladden Spit and Silk Cayes,0.054,1,2004,1,6
2004-01-06T00:00:00Z,Bacalar Chico,0.037,1,2004,1,6
2004-01-06T00:00:00Z,Turneffe Atoll,0.034,2,2004,1,6
2004-01-06T00:00:00Z,Gladden Spit,0.051,1,2004,1,6
2004-01-06T00:00:00Z,Rocky Point Ambergris Caye,0.036,1,2004,1,6
2004-01-06T00:00:00Z,Sandbore,0.034,1,2004,1,6
2004-01-06T00:00:00Z,Maugre Caye Turneffe Atoll,0.034,1,2004,1,6
2004-01-06T00:00:00Z,Northern Two Cayes,0.034,1,2004,1,6
2004-01-06T00:00:00Z,Laughing Bird Caye,0.083,1,2004,1,6
2004-01-06T00:00:00Z,Corozal Bay,0.25,5,2004,1,6
2004-01-08T00:00:00Z,Hol Chan,0.043,1,2004,1,8
2004-01-08T00:00:00Z,Turneffe Atoll,0.034,23,2004,1,8
2004-01-08T00:00:00Z,Caye Bokel Turneffe Atoll,0.032,1,2004,1,8
2004-01-08T00:00:00Z,South Point,0.035,1,2004,1,8
2004-01-08T00:00:00Z,Sandbore,0.032,1,2004,1,8
2004-01-08T00:00:00Z,Dog Flea Caye Turneffe Atoll,0.033,1,2004,1,8
2004-01-08T00:00:00Z,Maugre Caye Turneffe Atoll,0.034,1,2004,1,8
2004-01-08T00:00:00Z,Halfmoon Caye,0.035,1,2004,1,8
2004-01-08T00:00:00Z,Blue Hole,0.05,1,2004,1,8
2004-01-10T00:00:00Z,Gladden Spit and Silk Cayes,0.074,1,2004,1,10
2004-01-10T00:00:00Z,Corozal Bay,0.567,8,2004,1,10
2004-01-12T00:00:00Z,Turneffe Atoll,0.043,4,2004,1,12
2004-01-12T00:00:00Z,Caye Caulker,0.045,1,2004,1,12
2004-01-12T00:00:00Z,Sandbore,0.042,1,2004,1,12
2004-01-12T00:00:00Z,Northern Two Cayes,0.049,1,2004,1,12
2004-01-12T00:00:00Z,Halfmoon Caye,0.038,1,2004,1,12
2004-01-17T00:00:00Z,Sapodilla Cayes Marine Reserve,0.066,1,2004,1,17
2004-01-17T00:00:00Z,Port Honduras,0.108,18,2004,1,17
2004-01-17T00:00:00Z,Hol Chan,0.044,1,2004,1,17
2004-01-17T00:00:00Z,Gladden Spit and Silk Cayes,0.07,1,2004,1,17
2004-01-17T00:00:00Z,Bacalar Chico,0.037,1,2004,1,17
2004-01-17T00:00:00Z,Glover's Reef,0.039,1,2004,1,17
2004-01-17T00:00:00Z,Turneffe Atoll,0.038,50,2004,1,17
2004-01-17T00:00:00Z,South Water Caye,0.116,1,2004,1,17
2004-01-17T00:00:00Z,Caye Caulker,0.042,1,2004,1,17
2004-01-17T00:00:00Z,Gladden Spit,0.063,1,2004,1,17
2004-01-17T00:00:00Z,Northern Glover's Reef,0.078,1,2004,1,17
2004-01-17T00:00:00Z,Emily or Caye Glory,0.046,1,2004,1,17
2004-01-17T00:00:00Z,Rocky Point Ambergris Caye,0.037,1,2004,1,17
2004-01-17T00:00:00Z,Caye Bokel Turneffe Atoll,0.042,1,2004,1,17
2004-01-17T00:00:00Z,South Point,0.034,1,2004,1,17
2004-01-17T00:00:00Z,Sandbore,0.035,1,2004,1,17
2004-01-17T00:00:00Z,Dog Flea Caye Turneffe Atoll,0.032,1,2004,1,17
2004-01-17T00:00:00Z,Maugre Caye Turneffe Atoll,0.035,1,2004,1,17
2004-01-17T00:00:00Z,Northern Two Cayes,0.036,1,2004,1,17
2004-01-17T00:00:00Z,Laughing Bird Caye,0.085,1,2004,1,17
2004-01-17T00:00:00Z,Halfmoon Caye,0.034,1,2004,1,17
2004-01-17T00:00:00Z,Blue Hole,0.048,1,2004,1,17
2004-01-18T00:00:00Z,Sapodilla Cayes Marine Reserve,0.065,1,2004,1,18
2004-01-18T00:00:00Z,Port Honduras,0.125,15,2004,1,18
2004-01-18T00:00:00Z,Gladden Spit and Silk Cayes,0.082,1,2004,1,18
2004-01-18T00:00:00Z,Glover's Reef,0.089,1,2004,1,18
2004-01-18T00:00:00Z,Turneffe Atoll,0.042,29,2004,1,18
2004-01-18T00:00:00Z,South Water Caye,0.188,1,2004,1,18
2004-01-18T00:00:00Z,Caye Caulker,0.045,1,2004,1,18
2004-01-18T00:00:00Z,Gladden Spit,0.1,1,2004,1,18
2004-01-18T00:00:00Z,Northern Glover's Reef,0.055,1,2004,1,18
2004-01-18T00:00:00Z,Emily or Caye Glory,0.041,1,2004,1,18
2004-01-18T00:00:00Z,Caye Bokel Turneffe Atoll,0.041,1,2004,1,18
2004-01-18T00:00:00Z,South Point,0.037,1,2004,1,18
2004-01-18T00:00:00Z,Sandbore,0.039,1,2004,1,18
2004-01-18T00:00:00Z,Maugre Caye Turneffe Atoll,0.041,1,2004,1,18
2004-01-18T00:00:00Z,Northern Two Cayes,0.038,1,2004,1,18
2004-01-18T00:00:00Z,Laughing Bird Caye,0.093,1,2004,1,18
2004-01-18T00:00:00Z,Halfmoon Caye,0.036,1,2004,1,18
2004-01-18T00:00:00Z,Corozal Bay,1.041,7,2004,1,18
2004-01-19T00:00:00Z,Port Honduras,0.066,3,2004,1,19
2004-01-19T00:00:00Z,Turneffe Atoll,0.031,11,2004,1,19
2004-01-19T00:00:00Z,Emily or Caye Glory,0.034,1,2004,1,19
2004-01-19T00:00:00Z,Caye Bokel Turneffe Atoll,0.031,1,2004,1,19
2004-01-19T00:00:00Z,South Point,0.031,1,2004,1,19
2004-01-19T00:00:00Z,Laughing Bird Caye,0.073,1,2004,1,19
2004-01-20T00:00:00Z,Hol Chan,0.053,1,2004,1,20
2004-01-20T00:00:00Z,Bacalar Chico,0.046,1,2004,1,20
2004-01-20T00:00:00Z,Turneffe Atoll,0.04,2,2004,1,20
2004-01-20T00:00:00Z,Caye Caulker,0.047,1,2004,1,20
2004-01-20T00:00:00Z,Rocky Point Ambergris Caye,0.046,1,2004,1,20
2004-01-20T00:00:00Z,Maugre Caye Turneffe Atoll,0.04,1,2004,1,20
2004-01-20T00:00:00Z,Corozal Bay,1.243,11,2004,1,20
2004-01-22T00:00:00Z,Turneffe Atoll,0.041,35,2004,1,22
